src|dst|weight|edge_type
851|605|1.0|cc-notification
573|441|1.0|meeting-request
851|851|1.0|self-note
720|441|1.0|cc-notification
480|74|1.0|meeting-request
480|509|1.0|meeting-request
480|223|1.0|forwarded-message
480|357|1.0|reply
211|424|1.0|direct-email
93|526|1.0|meeting-request
93|458|1.0|cc-notification
214|94|1.0|forwarded-message
160|776|1.0|cc-notification
166|159|1.0|direct-email
420|494|1.0|meeting-request
183|458|1.0|cc-notification
183|290|1.0|forwarded-message
183|426|1.0|meeting-request
647|221|1.0|forwarded-message
160|306|1.0|cc-notification
26|32|1.0|forwarded-message
145|271|1.0|cc-notification
720|406|1.0|cc-notification
48|486|1.0|meeting-request
67|86|1.0|forwarded-message
546|115|1.0|cc-notification
221|647|1.0|forwarded-message
82|221|1.0|forwarded-message
82|74|1.0|cc-notification
155|95|1.0|direct-email
82|222|1.0|meeting-request
443|455|1.0|forwarded-message
82|104|1.0|cc-notification
82|647|1.0|meeting-request
82|548|1.0|direct-email
82|133|1.0|direct-email
82|337|1.0|meeting-request
82|295|1.0|reply
82|304|1.0|cc-notification
82|170|1.0|reply
82|51|1.0|forwarded-message
82|143|1.0|direct-email
82|225|1.0|reply
82|853|1.0|direct-email
137|420|1.0|reply
420|137|1.0|reply
443|333|1.0|cc-notification
443|527|1.0|direct-email
443|361|1.0|meeting-request
443|417|1.0|direct-email
443|263|1.0|cc-notification
443|444|1.0|reply
443|725|1.0|forwarded-message
443|318|1.0|cc-notification
443|442|1.0|direct-email
443|547|1.0|direct-email
443|114|1.0|reply
443|423|1.0|cc-notification
443|245|1.0|forwarded-message
443|76|1.0|meeting-request
443|485|1.0|forwarded-message
443|171|1.0|meeting-request
191|851|1.0|reply
195|586|1.0|cc-notification
6|308|1.0|meeting-request
231|14|1.0|direct-email
557|518|1.0|direct-email
420|854|1.0|meeting-request
304|285|1.0|meeting-request
563|563|1.0|self-note
304|82|1.0|cc-notification
74|485|1.0|meeting-request
221|248|1.0|meeting-request
221|116|1.0|reply
221|313|1.0|meeting-request
221|73|1.0|meeting-request
221|485|1.0|cc-notification
221|317|1.0|forwarded-message
165|31|1.0|cc-notification
810|87|1.0|reply
84|441|1.0|direct-email
84|113|1.0|reply
84|752|1.0|cc-notification
84|555|1.0|meeting-request
84|144|1.0|forwarded-message
84|493|1.0|reply
84|729|1.0|forwarded-message
84|87|1.0|cc-notification
84|37|1.0|cc-notification
84|754|1.0|forwarded-message
84|249|1.0|forwarded-message
84|180|1.0|meeting-request
422|154|1.0|cc-notification
249|84|1.0|forwarded-message
493|84|1.0|reply
277|180|1.0|reply
434|333|1.0|reply
21|820|1.0|cc-notification
278|621|1.0|meeting-request
17|255|1.0|reply
17|467|1.0|meeting-request
17|386|1.0|forwarded-message
17|494|1.0|cc-notification
17|295|1.0|reply
266|11|1.0|reply
17|533|1.0|direct-email
17|253|1.0|direct-email
17|546|1.0|forwarded-message
17|405|1.0|reply
17|189|1.0|cc-notification
17|283|1.0|direct-email
17|612|1.0|meeting-request
17|162|1.0|meeting-request
17|495|1.0|reply
15|420|1.0|direct-email
17|340|1.0|reply
17|363|1.0|direct-email
17|643|1.0|direct-email
17|366|1.0|forwarded-message
317|74|1.0|cc-notification
17|378|1.0|direct-email
17|106|1.0|forwarded-message
17|212|1.0|meeting-request
17|83|1.0|direct-email
17|86|1.0|forwarded-message
17|726|1.0|forwarded-message
290|356|1.0|cc-notification
77|62|1.0|meeting-request
17|459|1.0|cc-notification
273|15|1.0|forwarded-message
273|272|1.0|direct-email
273|164|1.0|reply
273|216|1.0|meeting-request
498|44|1.0|reply
420|106|1.0|cc-notification
367|280|1.0|reply
390|182|1.0|reply
11|502|1.0|forwarded-message
13|98|1.0|cc-notification
106|420|1.0|cc-notification
420|139|1.0|meeting-request
391|295|1.0|cc-notification
61|396|1.0|reply
107|372|1.0|meeting-request
508|189|1.0|reply
747|508|1.0|direct-email
160|591|1.0|cc-notification
591|160|1.0|cc-notification
183|480|1.0|forwarded-message
183|509|1.0|reply
183|318|1.0|cc-notification
183|20|1.0|forwarded-message
183|188|1.0|cc-notification
183|68|1.0|cc-notification
183|137|1.0|direct-email
340|142|1.0|reply
160|610|1.0|direct-email
160|19|1.0|meeting-request
519|316|1.0|direct-email
249|533|1.0|reply
308|6|1.0|meeting-request
226|443|1.0|meeting-request
305|520|1.0|direct-email
256|531|1.0|reply
256|557|1.0|forwarded-message
135|361|1.0|cc-notification
557|256|1.0|forwarded-message
182|380|1.0|reply
137|183|1.0|direct-email
73|116|1.0|meeting-request
73|221|1.0|meeting-request
73|223|1.0|cc-notification
73|485|1.0|forwarded-message
73|317|1.0|direct-email
73|0|1.0|forwarded-message
723|306|1.0|meeting-request
420|296|1.0|cc-notification
810|296|1.0|cc-notification
57|64|1.0|cc-notification
82|327|1.0|meeting-request
478|160|1.0|forwarded-message
142|340|1.0|reply
91|183|1.0|meeting-request
508|62|1.0|direct-email
82|454|1.0|cc-notification
160|351|1.0|cc-notification
183|602|1.0|direct-email
251|62|1.0|forwarded-message
847|205|1.0|reply
317|248|1.0|direct-email
317|116|1.0|forwarded-message
317|221|1.0|forwarded-message
317|313|1.0|direct-email
317|223|1.0|direct-email
317|18|1.0|direct-email
317|73|1.0|direct-email
317|485|1.0|reply
62|251|1.0|forwarded-message
39|29|1.0|forwarded-message
205|847|1.0|reply
362|420|1.0|reply
378|296|1.0|meeting-request
183|91|1.0|meeting-request
183|155|1.0|forwarded-message
568|130|1.0|forwarded-message
441|19|1.0|direct-email
847|333|1.0|direct-email
54|2|1.0|cc-notification
106|424|1.0|direct-email
68|183|1.0|cc-notification
155|183|1.0|forwarded-message
131|809|1.0|direct-email
700|602|1.0|reply
318|183|1.0|cc-notification
128|214|1.0|reply
166|174|1.0|direct-email
593|199|1.0|reply
333|163|1.0|cc-notification
333|493|1.0|cc-notification
333|820|1.0|forwarded-message
225|18|1.0|forwarded-message
285|304|1.0|meeting-request
160|197|1.0|reply
284|681|1.0|direct-email
245|183|1.0|forwarded-message
151|37|1.0|forwarded-message
421|7|1.0|forwarded-message
61|345|1.0|cc-notification
90|183|1.0|forwarded-message
54|304|1.0|forwarded-message
25|361|1.0|cc-notification
69|183|1.0|reply
304|54|1.0|forwarded-message
304|809|1.0|forwarded-message
809|304|1.0|forwarded-message
214|128|1.0|reply
361|25|1.0|cc-notification
86|584|1.0|direct-email
516|195|1.0|cc-notification
54|96|1.0|direct-email
54|89|1.0|forwarded-message
54|88|1.0|reply
187|20|1.0|reply
367|748|1.0|direct-email
245|333|1.0|forwarded-message
16|183|1.0|meeting-request
81|86|1.0|reply
748|367|1.0|direct-email
195|516|1.0|cc-notification
195|517|1.0|reply
2|54|1.0|cc-notification
89|54|1.0|forwarded-message
89|809|1.0|forwarded-message
405|158|1.0|forwarded-message
377|347|1.0|meeting-request
299|855|1.0|meeting-request
531|363|1.0|meeting-request
441|12|1.0|forwarded-message
417|107|1.0|meeting-request
345|61|1.0|cc-notification
273|271|1.0|meeting-request
111|108|1.0|meeting-request
349|160|1.0|meeting-request
160|91|1.0|cc-notification
392|387|1.0|meeting-request
17|671|1.0|forwarded-message
17|21|1.0|forwarded-message
681|284|1.0|direct-email
546|155|1.0|cc-notification
21|17|1.0|forwarded-message
160|303|1.0|forwarded-message
160|369|1.0|meeting-request
655|223|1.0|forwarded-message
155|546|1.0|cc-notification
158|405|1.0|forwarded-message
249|856|1.0|direct-email
809|131|1.0|direct-email
480|183|1.0|forwarded-message
114|609|1.0|forwarded-message
128|327|1.0|direct-email
128|486|1.0|meeting-request
21|221|1.0|reply
438|531|1.0|meeting-request
255|1|1.0|cc-notification
255|189|1.0|meeting-request
255|316|1.0|cc-notification
129|363|1.0|reply
121|474|1.0|direct-email
440|206|1.0|cc-notification
489|132|1.0|cc-notification
186|363|1.0|meeting-request
486|820|1.0|cc-notification
486|327|1.0|forwarded-message
855|299|1.0|meeting-request
820|486|1.0|cc-notification
820|327|1.0|reply
128|105|1.0|forwarded-message
714|714|1.0|self-note
121|518|1.0|meeting-request
307|310|1.0|reply
307|317|1.0|meeting-request
596|596|1.0|self-note
105|128|1.0|forwarded-message
282|209|1.0|cc-notification
401|257|1.0|forwarded-message
440|438|1.0|forwarded-message
87|183|1.0|direct-email
183|245|1.0|forwarded-message
183|69|1.0|reply
183|90|1.0|forwarded-message
278|363|1.0|cc-notification
271|273|1.0|meeting-request
183|87|1.0|direct-email
327|820|1.0|reply
327|486|1.0|forwarded-message
225|74|1.0|meeting-request
531|115|1.0|cc-notification
363|278|1.0|cc-notification
531|438|1.0|meeting-request
209|282|1.0|cc-notification
20|187|1.0|reply
68|121|1.0|meeting-request
121|411|1.0|reply
121|714|1.0|direct-email
74|480|1.0|meeting-request
121|184|1.0|direct-email
18|225|1.0|forwarded-message
22|11|1.0|forwarded-message
440|321|1.0|cc-notification
61|440|1.0|cc-notification
356|480|1.0|cc-notification
40|170|1.0|direct-email
184|121|1.0|direct-email
290|106|1.0|cc-notification
845|4|1.0|meeting-request
599|708|1.0|reply
599|304|1.0|forwarded-message
599|96|1.0|direct-email
599|132|1.0|cc-notification
599|2|1.0|cc-notification
599|211|1.0|direct-email
599|3|1.0|reply
599|63|1.0|reply
599|208|1.0|reply
183|270|1.0|forwarded-message
183|611|1.0|meeting-request
62|209|1.0|cc-notification
440|435|1.0|direct-email
395|393|1.0|forwarded-message
7|555|1.0|reply
160|427|1.0|reply
121|326|1.0|reply
209|62|1.0|cc-notification
182|381|1.0|forwarded-message
182|392|1.0|meeting-request
182|393|1.0|direct-email
182|394|1.0|cc-notification
182|397|1.0|meeting-request
182|378|1.0|direct-email
182|103|1.0|direct-email
182|181|1.0|forwarded-message
182|384|1.0|cc-notification
182|283|1.0|direct-email
182|385|1.0|reply
182|387|1.0|meeting-request
182|388|1.0|direct-email
182|250|1.0|reply
182|396|1.0|forwarded-message
182|377|1.0|meeting-request
182|368|1.0|direct-email
182|104|1.0|cc-notification
182|321|1.0|forwarded-message
182|60|1.0|reply
182|150|1.0|reply
519|518|1.0|reply
438|440|1.0|forwarded-message
4|845|1.0|meeting-request
18|115|1.0|forwarded-message
405|46|1.0|cc-notification
435|440|1.0|direct-email
65|401|1.0|cc-notification
537|61|1.0|forwarded-message
142|216|1.0|forwarded-message
265|8|1.0|forwarded-message
544|544|1.0|self-note
412|271|1.0|forwarded-message
31|29|1.0|direct-email
11|441|1.0|reply
11|22|1.0|forwarded-message
84|662|1.0|cc-notification
106|255|1.0|cc-notification
333|142|1.0|direct-email
121|480|1.0|cc-notification
142|333|1.0|direct-email
520|183|1.0|forwarded-message
20|480|1.0|direct-email
377|128|1.0|direct-email
339|340|1.0|meeting-request
490|405|1.0|direct-email
143|480|1.0|forwarded-message
54|411|1.0|direct-email
608|608|1.0|self-note
170|145|1.0|direct-email
145|170|1.0|direct-email
327|128|1.0|direct-email
306|511|1.0|reply
160|8|1.0|forwarded-message
515|440|1.0|direct-email
411|54|1.0|direct-email
390|103|1.0|forwarded-message
170|229|1.0|meeting-request
170|40|1.0|direct-email
223|20|1.0|forwarded-message
222|400|1.0|reply
255|215|1.0|direct-email
255|295|1.0|direct-email
459|74|1.0|forwarded-message
377|365|1.0|reply
357|142|1.0|meeting-request
187|87|1.0|meeting-request
20|223|1.0|forwarded-message
153|121|1.0|meeting-request
459|467|1.0|cc-notification
483|483|1.0|self-note
511|306|1.0|reply
216|592|1.0|forwarded-message
142|458|1.0|direct-email
568|450|1.0|forwarded-message
21|272|1.0|forwarded-message
13|211|1.0|meeting-request
101|97|1.0|forwarded-message
19|700|1.0|meeting-request
549|74|1.0|forwarded-message
596|282|1.0|forwarded-message
249|353|1.0|reply
124|706|1.0|direct-email
282|612|1.0|meeting-request
160|143|1.0|forwarded-message
499|699|1.0|forwarded-message
80|121|1.0|cc-notification
121|368|1.0|meeting-request
405|121|1.0|cc-notification
255|365|1.0|direct-email
272|21|1.0|forwarded-message
373|508|1.0|cc-notification
300|169|1.0|meeting-request
374|5|1.0|meeting-request
201|215|1.0|cc-notification
169|300|1.0|meeting-request
564|564|1.0|self-note
274|21|1.0|direct-email
115|249|1.0|meeting-request
194|586|1.0|direct-email
194|208|1.0|reply
230|74|1.0|meeting-request
21|274|1.0|direct-email
662|84|1.0|cc-notification
190|533|1.0|forwarded-message
178|180|1.0|forwarded-message
489|129|1.0|forwarded-message
708|708|1.0|self-note
376|320|1.0|cc-notification
90|11|1.0|cc-notification
86|67|1.0|forwarded-message
543|425|1.0|forwarded-message
64|665|1.0|meeting-request
818|533|1.0|cc-notification
249|282|1.0|cc-notification
249|142|1.0|cc-notification
443|226|1.0|meeting-request
154|412|1.0|cc-notification
232|312|1.0|meeting-request
719|719|1.0|self-note
87|545|1.0|reply
310|365|1.0|direct-email
697|5|1.0|reply
176|478|1.0|meeting-request
478|176|1.0|meeting-request
494|308|1.0|reply
520|6|1.0|cc-notification
240|11|1.0|cc-notification
460|244|1.0|meeting-request
460|328|1.0|forwarded-message
460|57|1.0|reply
460|189|1.0|meeting-request
11|90|1.0|cc-notification
6|520|1.0|cc-notification
308|494|1.0|reply
11|240|1.0|cc-notification
301|857|1.0|forwarded-message
166|137|1.0|forwarded-message
621|301|1.0|reply
74|21|1.0|direct-email
74|20|1.0|meeting-request
52|781|1.0|forwarded-message
293|365|1.0|forwarded-message
15|353|1.0|forwarded-message
121|143|1.0|meeting-request
121|661|1.0|reply
121|401|1.0|reply
121|165|1.0|cc-notification
661|121|1.0|reply
255|366|1.0|cc-notification
358|530|1.0|forwarded-message
366|255|1.0|cc-notification
62|505|1.0|reply
300|329|1.0|meeting-request
249|303|1.0|reply
249|236|1.0|direct-email
249|46|1.0|direct-email
786|465|1.0|cc-notification
568|526|1.0|meeting-request
258|468|1.0|cc-notification
113|847|1.0|direct-email
329|300|1.0|meeting-request
410|490|1.0|direct-email
300|158|1.0|forwarded-message
90|469|1.0|meeting-request
349|320|1.0|meeting-request
740|51|1.0|cc-notification
615|87|1.0|reply
294|129|1.0|forwarded-message
559|769|1.0|forwarded-message
375|81|1.0|cc-notification
417|437|1.0|meeting-request
17|341|1.0|forwarded-message
143|10|1.0|forwarded-message
443|847|1.0|direct-email
10|143|1.0|forwarded-message
153|160|1.0|forwarded-message
106|355|1.0|cc-notification
132|242|1.0|meeting-request
242|132|1.0|meeting-request
85|310|1.0|direct-email
374|166|1.0|direct-email
366|229|1.0|direct-email
499|374|1.0|forwarded-message
738|2|1.0|direct-email
249|310|1.0|meeting-request
310|249|1.0|meeting-request
525|504|1.0|meeting-request
107|281|1.0|forwarded-message
408|586|1.0|meeting-request
166|353|1.0|meeting-request
748|300|1.0|forwarded-message
290|65|1.0|direct-email
65|290|1.0|direct-email
450|133|1.0|forwarded-message
74|142|1.0|cc-notification
300|64|1.0|meeting-request
64|300|1.0|meeting-request
4|208|1.0|reply
450|600|1.0|direct-email
166|74|1.0|direct-email
494|62|1.0|cc-notification
618|98|1.0|cc-notification
30|367|1.0|reply
116|28|1.0|meeting-request
28|116|1.0|meeting-request
121|282|1.0|forwarded-message
458|494|1.0|reply
822|593|1.0|direct-email
847|847|1.0|self-note
858|306|1.0|meeting-request
820|366|1.0|cc-notification
187|1|1.0|forwarded-message
179|61|1.0|direct-email
529|529|1.0|self-note
366|521|1.0|reply
28|107|1.0|direct-email
491|340|1.0|cc-notification
485|74|1.0|meeting-request
521|366|1.0|reply
317|17|1.0|meeting-request
452|661|1.0|forwarded-message
106|184|1.0|direct-email
269|820|1.0|meeting-request
756|227|1.0|forwarded-message
300|45|1.0|direct-email
283|820|1.0|forwarded-message
708|125|1.0|forwarded-message
820|283|1.0|forwarded-message
83|209|1.0|reply
209|83|1.0|reply
157|128|1.0|direct-email
56|137|1.0|forwarded-message
65|366|1.0|cc-notification
209|166|1.0|direct-email
127|1|1.0|forwarded-message
206|852|1.0|forwarded-message
285|5|1.0|direct-email
58|304|1.0|reply
366|65|1.0|cc-notification
443|40|1.0|forwarded-message
215|201|1.0|cc-notification
160|410|1.0|direct-email
300|531|1.0|cc-notification
2|300|1.0|reply
145|114|1.0|meeting-request
350|345|1.0|direct-email
63|533|1.0|cc-notification
300|2|1.0|reply
160|40|1.0|direct-email
87|412|1.0|meeting-request
10|777|1.0|reply
74|366|1.0|direct-email
597|142|1.0|meeting-request
114|145|1.0|meeting-request
408|434|1.0|reply
335|124|1.0|meeting-request
273|209|1.0|reply
273|428|1.0|cc-notification
160|493|1.0|forwarded-message
45|300|1.0|direct-email
209|273|1.0|reply
264|7|1.0|cc-notification
748|564|1.0|reply
602|183|1.0|direct-email
529|496|1.0|direct-email
440|320|1.0|direct-email
412|87|1.0|meeting-request
427|339|1.0|cc-notification
166|173|1.0|meeting-request
166|209|1.0|direct-email
13|515|1.0|forwarded-message
366|10|1.0|cc-notification
249|356|1.0|direct-email
249|329|1.0|forwarded-message
249|80|1.0|meeting-request
249|490|1.0|meeting-request
249|671|1.0|direct-email
372|372|1.0|self-note
469|96|1.0|direct-email
74|166|1.0|direct-email
445|848|1.0|forwarded-message
799|715|1.0|meeting-request
665|859|1.0|meeting-request
16|280|1.0|cc-notification
302|5|1.0|reply
10|366|1.0|cc-notification
608|11|1.0|meeting-request
107|366|1.0|forwarded-message
696|74|1.0|direct-email
579|446|1.0|direct-email
243|234|1.0|reply
106|467|1.0|forwarded-message
366|107|1.0|forwarded-message
148|349|1.0|reply
303|249|1.0|reply
23|160|1.0|forwarded-message
62|509|1.0|cc-notification
223|317|1.0|direct-email
655|231|1.0|cc-notification
371|236|1.0|reply
371|46|1.0|reply
593|350|1.0|forwarded-message
229|366|1.0|direct-email
467|106|1.0|forwarded-message
174|58|1.0|reply
236|63|1.0|meeting-request
236|303|1.0|meeting-request
236|371|1.0|reply
236|434|1.0|direct-email
236|46|1.0|reply
236|249|1.0|direct-email
73|106|1.0|meeting-request
602|496|1.0|forwarded-message
142|80|1.0|reply
546|269|1.0|direct-email
546|211|1.0|reply
363|87|1.0|direct-email
160|159|1.0|meeting-request
160|245|1.0|direct-email
638|169|1.0|reply
160|221|1.0|cc-notification
166|147|1.0|forwarded-message
166|820|1.0|cc-notification
661|7|1.0|forwarded-message
86|12|1.0|forwarded-message
160|452|1.0|reply
160|140|1.0|direct-email
106|73|1.0|meeting-request
526|426|1.0|reply
8|141|1.0|meeting-request
847|455|1.0|reply
245|160|1.0|direct-email
114|366|1.0|direct-email
149|575|1.0|meeting-request
777|535|1.0|reply
337|82|1.0|meeting-request
455|847|1.0|reply
506|211|1.0|reply
452|420|1.0|reply
166|115|1.0|cc-notification
82|377|1.0|meeting-request
107|82|1.0|meeting-request
458|515|1.0|forwarded-message
321|440|1.0|cc-notification
420|452|1.0|reply
312|256|1.0|forwarded-message
15|461|1.0|cc-notification
15|446|1.0|cc-notification
15|428|1.0|forwarded-message
15|447|1.0|reply
526|280|1.0|cc-notification
211|506|1.0|reply
141|166|1.0|reply
257|401|1.0|forwarded-message
310|494|1.0|meeting-request
54|249|1.0|forwarded-message
249|54|1.0|forwarded-message
427|142|1.0|meeting-request
56|685|1.0|cc-notification
427|62|1.0|meeting-request
144|166|1.0|direct-email
427|612|1.0|meeting-request
160|30|1.0|direct-email
58|166|1.0|meeting-request
169|107|1.0|cc-notification
272|563|1.0|direct-email
435|616|1.0|cc-notification
435|793|1.0|forwarded-message
82|58|1.0|direct-email
592|160|1.0|reply
160|207|1.0|reply
813|399|1.0|reply
813|413|1.0|cc-notification
813|515|1.0|forwarded-message
813|817|1.0|direct-email
813|168|1.0|cc-notification
813|172|1.0|direct-email
813|836|1.0|meeting-request
813|543|1.0|cc-notification
813|526|1.0|meeting-request
813|534|1.0|reply
813|600|1.0|forwarded-message
813|440|1.0|forwarded-message
813|714|1.0|reply
813|275|1.0|forwarded-message
813|93|1.0|cc-notification
813|129|1.0|reply
813|458|1.0|cc-notification
813|403|1.0|cc-notification
813|585|1.0|forwarded-message
154|183|1.0|reply
48|437|1.0|direct-email
166|58|1.0|meeting-request
183|154|1.0|reply
125|354|1.0|meeting-request
125|708|1.0|forwarded-message
125|97|1.0|reply
125|371|1.0|cc-notification
125|323|1.0|forwarded-message
125|618|1.0|forwarded-message
125|640|1.0|direct-email
125|99|1.0|meeting-request
134|10|1.0|meeting-request
335|335|1.0|self-note
546|518|1.0|meeting-request
312|74|1.0|cc-notification
339|438|1.0|reply
160|592|1.0|reply
493|166|1.0|meeting-request
393|282|1.0|direct-email
165|229|1.0|meeting-request
166|493|1.0|meeting-request
434|856|1.0|direct-email
278|681|1.0|meeting-request
82|53|1.0|direct-email
82|362|1.0|meeting-request
467|509|1.0|cc-notification
229|165|1.0|meeting-request
570|19|1.0|meeting-request
58|256|1.0|meeting-request
81|405|1.0|cc-notification
55|552|1.0|reply
231|343|1.0|meeting-request
569|141|1.0|direct-email
193|412|1.0|direct-email
21|87|1.0|forwarded-message
69|467|1.0|cc-notification
661|141|1.0|reply
754|141|1.0|direct-email
555|141|1.0|cc-notification
608|141|1.0|meeting-request
649|121|1.0|direct-email
265|141|1.0|cc-notification
300|434|1.0|meeting-request
358|141|1.0|meeting-request
360|141|1.0|cc-notification
494|229|1.0|forwarded-message
106|771|1.0|reply
510|86|1.0|cc-notification
37|667|1.0|meeting-request
281|845|1.0|cc-notification
265|7|1.0|reply
498|526|1.0|meeting-request
408|126|1.0|meeting-request
229|494|1.0|forwarded-message
138|408|1.0|cc-notification
264|141|1.0|direct-email
165|47|1.0|reply
170|360|1.0|direct-email
293|141|1.0|meeting-request
121|649|1.0|direct-email
776|130|1.0|cc-notification
57|809|1.0|cc-notification
344|814|1.0|forwarded-message
337|16|1.0|forwarded-message
107|828|1.0|direct-email
63|162|1.0|direct-email
408|489|1.0|reply
257|130|1.0|reply
64|601|1.0|direct-email
16|337|1.0|forwarded-message
820|82|1.0|reply
160|149|1.0|meeting-request
63|685|1.0|forwarded-message
142|166|1.0|forwarded-message
180|166|1.0|cc-notification
699|141|1.0|direct-email
366|494|1.0|direct-email
366|62|1.0|forwarded-message
23|166|1.0|meeting-request
572|377|1.0|meeting-request
264|19|1.0|forwarded-message
86|84|1.0|direct-email
162|63|1.0|direct-email
19|264|1.0|forwarded-message
141|431|1.0|reply
373|243|1.0|cc-notification
573|12|1.0|direct-email
141|488|1.0|meeting-request
526|498|1.0|meeting-request
489|408|1.0|reply
820|443|1.0|forwarded-message
506|434|1.0|direct-email
494|366|1.0|direct-email
44|360|1.0|meeting-request
166|141|1.0|reply
504|141|1.0|direct-email
13|210|1.0|forwarded-message
107|303|1.0|direct-email
424|303|1.0|reply
300|87|1.0|reply
176|440|1.0|cc-notification
115|860|1.0|direct-email
141|358|1.0|meeting-request
549|418|1.0|reply
39|455|1.0|meeting-request
162|283|1.0|direct-email
455|39|1.0|meeting-request
494|93|1.0|reply
211|16|1.0|reply
121|280|1.0|cc-notification
45|429|1.0|meeting-request
73|166|1.0|meeting-request
23|116|1.0|meeting-request
121|68|1.0|meeting-request
96|91|1.0|reply
91|96|1.0|reply
367|64|1.0|cc-notification
64|367|1.0|cc-notification
525|699|1.0|meeting-request
211|646|1.0|reply
238|211|1.0|meeting-request
121|203|1.0|meeting-request
281|6|1.0|reply
281|305|1.0|cc-notification
211|238|1.0|meeting-request
116|23|1.0|meeting-request
170|455|1.0|direct-email
165|365|1.0|direct-email
84|419|1.0|forwarded-message
455|170|1.0|direct-email
147|513|1.0|direct-email
165|107|1.0|reply
129|544|1.0|forwarded-message
300|106|1.0|cc-notification
107|165|1.0|reply
226|227|1.0|forwarded-message
483|727|1.0|direct-email
362|81|1.0|forwarded-message
345|345|1.0|self-note
6|281|1.0|reply
832|63|1.0|direct-email
211|571|1.0|reply
281|683|1.0|meeting-request
63|832|1.0|direct-email
826|412|1.0|forwarded-message
401|148|1.0|meeting-request
285|160|1.0|direct-email
777|554|1.0|cc-notification
768|101|1.0|meeting-request
81|362|1.0|forwarded-message
306|91|1.0|reply
86|69|1.0|direct-email
86|508|1.0|meeting-request
306|160|1.0|cc-notification
172|457|1.0|meeting-request
197|143|1.0|direct-email
818|62|1.0|direct-email
197|27|1.0|meeting-request
143|197|1.0|direct-email
513|166|1.0|meeting-request
87|166|1.0|forwarded-message
83|101|1.0|meeting-request
820|243|1.0|forwarded-message
162|253|1.0|direct-email
253|162|1.0|direct-email
420|166|1.0|cc-notification
249|543|1.0|reply
89|411|1.0|direct-email
823|7|1.0|direct-email
823|661|1.0|meeting-request
89|412|1.0|cc-notification
91|306|1.0|reply
820|44|1.0|meeting-request
820|28|1.0|forwarded-message
820|280|1.0|direct-email
820|114|1.0|meeting-request
820|169|1.0|meeting-request
277|167|1.0|meeting-request
495|87|1.0|reply
106|828|1.0|meeting-request
106|300|1.0|cc-notification
106|279|1.0|direct-email
106|230|1.0|cc-notification
160|385|1.0|direct-email
271|412|1.0|forwarded-message
167|277|1.0|meeting-request
89|301|1.0|direct-email
277|14|1.0|cc-notification
385|160|1.0|direct-email
269|166|1.0|direct-email
34|28|1.0|reply
280|179|1.0|meeting-request
280|214|1.0|meeting-request
7|823|1.0|direct-email
137|139|1.0|cc-notification
280|296|1.0|cc-notification
214|280|1.0|meeting-request
13|32|1.0|direct-email
280|18|1.0|forwarded-message
829|168|1.0|reply
95|280|1.0|direct-email
342|180|1.0|reply
543|249|1.0|reply
546|474|1.0|direct-email
213|441|1.0|meeting-request
160|29|1.0|meeting-request
222|255|1.0|reply
34|24|1.0|forwarded-message
34|26|1.0|direct-email
34|29|1.0|forwarded-message
34|30|1.0|meeting-request
34|31|1.0|direct-email
34|32|1.0|cc-notification
34|33|1.0|reply
34|590|1.0|meeting-request
34|36|1.0|direct-email
34|37|1.0|cc-notification
34|39|1.0|forwarded-message
34|588|1.0|reply
55|6|1.0|cc-notification
504|441|1.0|direct-email
6|55|1.0|cc-notification
55|411|1.0|cc-notification
160|36|1.0|cc-notification
138|285|1.0|forwarded-message
285|138|1.0|forwarded-message
644|166|1.0|direct-email
564|174|1.0|forwarded-message
247|7|1.0|meeting-request
55|533|1.0|forwarded-message
411|89|1.0|direct-email
412|89|1.0|cc-notification
519|459|1.0|forwarded-message
519|21|1.0|direct-email
519|20|1.0|meeting-request
519|85|1.0|meeting-request
519|222|1.0|cc-notification
519|405|1.0|meeting-request
519|106|1.0|direct-email
519|259|1.0|forwarded-message
519|315|1.0|meeting-request
519|189|1.0|forwarded-message
519|227|1.0|cc-notification
519|607|1.0|cc-notification
519|228|1.0|reply
719|379|1.0|forwarded-message
350|861|1.0|cc-notification
7|247|1.0|meeting-request
215|220|1.0|direct-email
168|203|1.0|cc-notification
63|107|1.0|direct-email
314|310|1.0|meeting-request
174|564|1.0|forwarded-message
777|862|1.0|meeting-request
851|575|1.0|cc-notification
457|62|1.0|meeting-request
494|108|1.0|reply
160|191|1.0|cc-notification
160|504|1.0|meeting-request
160|148|1.0|forwarded-message
459|19|1.0|forwarded-message
828|106|1.0|meeting-request
474|663|1.0|reply
612|828|1.0|direct-email
162|643|1.0|direct-email
197|13|1.0|direct-email
820|166|1.0|cc-notification
160|663|1.0|forwarded-message
221|107|1.0|forwarded-message
486|664|1.0|direct-email
118|511|1.0|meeting-request
568|168|1.0|cc-notification
253|166|1.0|meeting-request
291|257|1.0|forwarded-message
366|305|1.0|cc-notification
678|480|1.0|forwarded-message
295|472|1.0|reply
295|255|1.0|direct-email
107|28|1.0|direct-email
107|31|1.0|forwarded-message
244|460|1.0|meeting-request
107|23|1.0|direct-email
13|26|1.0|meeting-request
168|14|1.0|reply
25|459|1.0|meeting-request
847|113|1.0|direct-email
94|377|1.0|cc-notification
423|245|1.0|forwarded-message
685|859|1.0|meeting-request
114|725|1.0|meeting-request
459|25|1.0|meeting-request
179|280|1.0|meeting-request
608|265|1.0|forwarded-message
